time,rain
2020-10-06T07:17:13Z,8
2020-10-06T07:22:17Z,8
2020-10-06T07:27:03Z,8
2020-10-06T07:32:08Z,8
2020-10-06T07:37:07Z,7
2020-10-06T07:42:15Z,10
2020-10-06T07:47:17Z,11
2020-10-06T07:52:07Z,12
2020-10-06T07:57:07Z,13
2020-10-06T08:02:11Z,14
2020-10-06T08:07:17Z,14
2020-10-06T08:12:10Z,14
2020-10-06T08:17:15Z,15
2020-10-06T08:22:11Z,17
2020-10-06T08:27:17Z,18
2020-10-06T08:32:10Z,18
2020-10-06T08:37:12Z,18
2020-10-06T08:42:06Z,18
2020-10-06T08:47:15Z,18
2020-10-06T08:52:05Z,24
2020-10-06T08:57:12Z,28
2020-10-06T09:02:08Z,26
2020-10-06T09:07:17Z,28
2020-10-06T09:12:09Z,26
2020-10-06T09:17:19Z,26
2020-10-06T09:22:06Z,27
2020-10-06T09:26:55Z,25
2020-10-06T09:32:04Z,28
